"ID","Reference","Created","Status","Author","Salesperson","Supervisor","Property Branch","Branch","Property ID","Property","Property Ref","Property Account Manager","Property Certification Date","Client","Severity","Date","Due Date","Review Date","Expiry Date","Submitted Date","Last Actioned","Date Authorised","Authorisation Note","Authorisation Ref","Authorisation Name","Description","Estimated Time (mins)","Subtotal","Tax","Total","Total material cost","Total labour cost","Total Cost","Subtotal material sell","Subtotal labour sell","Subtotal margin","Tags","Service Group","Scope of Works"
26040,"QD-2740-FIP-Building-I","2026-04-14 13:08:49","FINALISED","Casper Tavitian","","Casper Tavitian","","","307","Goodman AU002 - Slough Business Park - 2 Slough Avenue, Silverwater, NSW, 2128","39A415 AU002","","2021-04-25","Goodman Property Services (Aust) Pty Limited SC01822","","2026-04-14","2026-05-14","","2026-07-13","","2026-04-14 13:53:59","","","","","FIP Building I",0,344.0000,34.4000,378.4000,58.0000,210.0000,268.0000,84.0000,260.0000,22.0930,"","R DETECTION","**Building I**

Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below: 


If you have any questions or need further clarification, feel free to reach out.
Thank you for your understanding and continued support."
26039,"QD-2739-FIP-Building-E","2026-04-14 12:52:24","FINALISED","Casper Tavitian","","Casper Tavitian","","","307","Goodman AU002 - Slough Business Park - 2 Slough Avenue, Silverwater, NSW, 2128","39A415 AU002","","2021-04-25","Goodman Property Services (Aust) Pty Limited SC01822","","2026-04-14","2026-05-14","","2026-07-13","","2026-04-14 13:59:01","","","","","FIP Building E",0,4823.2000,482.3200,5305.5200,2602.0000,1050.0000,3652.0000,3523.2000,1300.0000,24.2826,"","R DETECTION","**Building E**

Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below: 


If you have any questions or need further clarification, feel free to reach out.
Thank you for your understanding and continued support."
26005,"QD-2737-FIP-Building-B","2026-04-14 10:51:29","FINALISED","Casper Tavitian","","Casper Tavitian","","","307","Goodman AU002 - Slough Business Park - 2 Slough Avenue, Silverwater, NSW, 2128","39A415 AU002","","2021-04-25","Goodman Property Services (Aust) Pty Limited SC01822","","2026-04-14","2026-05-14","","2026-07-13","","2026-04-16 07:10:26","","","","","FIP Building B",360,6036.2000,603.6200,6639.8200,3139.0000,1470.0000,4609.0000,4216.2000,1820.0000,23.6440,"","R DETECTION","**Building B**"
25972,"QD-2736-FIP-Building-D","2026-04-14 10:18:28","FINALISED","Casper Tavitian","","Casper Tavitian","","","307","Goodman AU002 - Slough Business Park - 2 Slough Avenue, Silverwater, NSW, 2128","39A415 AU002","","2021-04-25","Goodman Property Services (Aust) Pty Limited SC01822","","2026-04-14","2026-05-14","","2026-07-13","","2026-04-14 14:00:16","","","","","FIP Building D",0,4537.7000,453.7700,4991.4700,2602.0000,840.0000,3442.0000,3497.7000,1040.0000,24.1466,"","R DETECTION","**BUILDING D**

Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below: 


If you have any questions or need further clarification, feel free to reach out.
Thank you for your understanding and continued support."
25939,"QD-2735-FIP-Building-A","2026-04-14 09:35:04","FINALISED","Casper Tavitian","","","","","307","Goodman AU002 - Slough Business Park - 2 Slough Avenue, Silverwater, NSW, 2128","39A415 AU002","","2021-04-25","Goodman Property Services (Aust) Pty Limited SC01822","","2026-04-14","2026-05-14","","2026-07-13","","2026-04-14 13:53:39","","","","","FIP Building A",120,2023.0000,202.3000,2225.3000,705.0000,840.0000,1545.0000,983.0000,1040.0000,23.6283,"","R DETECTION","**BUILDING A**

Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below: 


If you have any questions or need further clarification, feel free to reach out.
Thank you for your understanding and continued support."
25906,"QD-2734","2026-04-14 09:17:23","FINALISED","Casper Tavitian","","Casper Tavitian","","","467","40 Ricketty Road, Mascot, NSW 2020","39A578","","2023-04-27","Henderson & Horning Pty Ltd","","2026-04-14","2026-05-14","","2026-07-13","","2026-04-14 16:12:33","","","","","Defects Identified - Annual Inspection 13th of February 2026",0,1594.6000,159.4600,1754.0600,430.8900,860.0000,1290.8900,584.6000,1010.0000,19.0462,"","R DETECTION",""
25873,"QD-2733","2026-04-14 08:12:52","FINALISED","Casper Tavitian","","","","","467","40 Ricketty Road, Mascot, NSW 2020","39A578","","2023-04-27","Henderson & Horning Pty Ltd","","2026-04-14","2026-05-14","","2026-07-13","","2026-04-14 08:45:02","","","","","FIP Fault - Battery Replacement as per Call-Out",0,180.0300,18.0000,198.0300,126.7800,0.0000,126.7800,180.0300,0.0000,29.5784,"","R DETECTION","**Scope of Works**

1. FIP Batteries are due for replacement with correct size. 2x 12v 55Ah Batteries are due for replacement to replace temporary 33Ah batteries that were installed to remove intermittent fault on Fire Panel during call out."
25741,"QD-2716","2026-04-13 15:10:28","SUBMITTED","Casper Tavitian","","Casper Tavitian","","","202","Blacktown City Council - 81-85 Flushcombe Road, Blacktown, NSW 2148","39A216","","2018-06-18","Stanton Hillier Parker","","2026-04-13","2026-05-13","","2026-07-12","2026-04-13 15:16:25","2026-04-13 15:16:57","","","","","OWS Fault - Investigate - Conduct SPL Test",0,1560.0000,156.0000,1716.0000,0.0000,1260.0000,1260.0000,0.0000,1560.0000,19.2308,"","R DETECTION","**Scope of Works**

1. 2x Fire Panel technicians to attend and investigate OWS fault. 

2. Possible OWS line has been cut due to works conducted by builders. 

3. Investigation to determine if the speakers are correctly installed, operational and output at the correct dB/SPL Level. 

***Note: Should additional works/materials be required outside of the scope provided above, a follow-up quotation will be provided prior to the commencement of works***"
25614,"QD-2710","2026-04-13 12:43:20","SUBMITTED","Casper Tavitian","","Casper Tavitian","","","187","1 Rivett Road, North Ryde, NSW 2113","39A163","","2016-04-10","Quality Green Metro Pty Ltd as Trustee for Quality Green Metro Unity Trust","","2026-04-13","2026-05-13","","2026-07-12","2026-04-16 12:54:20","2026-04-16 12:54:20","","","","","Defect Identified during FIP Fault Callout",0,1119.0000,111.9000,1230.9000,421.0000,420.0000,841.0000,599.0000,520.0000,24.8436,"","R DETECTION","**Scope of Works**

1. Fire Panel Technician to attend and replace Air Filter with new.

2. Conduct Reset and Ensure normal operation of the FIP and Vesda system."
25213,"QD-2682 - FIP","2026-04-09 08:13:13","FINALISED","Jamie Wright","","","","","341","B Sika Australia - Block H - 18 Hargraves Place, Wetherill Park, NSW, 2164","39A242 B","","2022-04-18","Sika Australia Pty Ltd","","2026-04-09","2026-05-09","","2026-07-08","","2026-04-09 08:20:22","","","","","FIP APFS Inspection report Feb 2026",0,1522.0100,152.2000,1674.2100,162.0000,1050.0000,1212.0000,222.0000,1300.0100,20.3685,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

18 Hargraves Place Wetherill Park
1.  Automatic Fire Alarm System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  Block H is programmed in the panel as block E. All zones need to be checked and confirmed before the block plan is updated.
-  There is a fault on the fire panel for zone 12, the fault needs to be cleared.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
25180,"QD-2681 - FIP","2026-04-09 07:25:21","FINALISED","Jamie Wright","","","","","212","Sika Australia - 55 Elizabeth Street, Wetherill Park, NSW 2164","39A242 A","","2022-04-18","Sika Australia Pty Ltd","","2026-04-09","2026-05-09","","2026-07-08","","2026-04-09 08:14:15","","","","","FIP APFS Inspection report Feb 2026",120,6781.0200,678.1000,7459.1200,806.0000,4620.0000,5426.0000,1061.0000,5720.0200,19.9825,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

6.  Automatic Fire Alarm System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  There is a detector in the ground floor office to the left of reception that needs to be installed on the ceiling.
-  The top floor area above the labs has been gutted. There are speakers and detectors disconnected or hanging from cables. The disconnected detectors are causing faults on the fire panel. The area needs to be re-instated to achieve compliance for the AFSS.
-  There is a detector missing from the small office in the add mixture shed. 1 x detector is required.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
25147,"QD-2680","2026-04-08 15:23:46","DRAFT","Casper Tavitian","","Casper Tavitian","","","180","Goodman AU106 - M5 Industry Park - Building 1 -  1 Moorebank Avenue, Moorebank, NSW 2170","39A116 AU106","","2021-04-06","Goodman Property Services (Aust) Pty Limited  SC01822","","2026-04-08","2026-05-08","","2026-07-07","","2026-04-10 13:15:33","","","","","Defects Identified - April 2026 Monthly FIP Routine Inspection Testing",-4,2826.0000,282.6000,3108.6000,1682.1600,650.0000,2332.1600,2076.0000,750.0000,17.4749,"","R DETECTION",""
24984,"QD-2663 - FIP","2026-04-07 11:36:25","FINALISED","Jamie Wright","","","","","198","1 YORK - 1 York Street, Sydney, NSW 2000","39A193","","2018-04-27","York II Sub Trust","","2026-04-07","2026-05-07","","2026-07-06","","2026-04-07 12:59:59","","","","","FIP AFSS inspection report Feb 2026",0,5487.2800,548.7300,6036.0100,2480.2000,1995.0000,4475.2000,3017.2800,2470.0000,18.4441,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
5.  Paths of Travel Stairways, Passageways or ramps
-  Level 1 requires a break glass door release to access the fire stairs within the tenancy.

7.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-
The zone block plan in the fire control room needs to be updated to include all zones.
-  The batteries in the fire panel are out of date and need to be replaced.
-  L7, the FER requires a smoke detector to be installed 1 meter inside the front door. Polish investment, the closest detector is 2.5meters away for the next tenancy. 1 x detector required.
-  B1, the detector in the MDF room was found to have tape over the detector preventing the detector from activating. The tape needs to be removed.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
24720,"QD-2650","2026-04-01 13:28:32","SUBMITTED","Casper Tavitian","","","","","270","63 Britton Street, Smithfield, NSW 2164","39A372","","2026-04-08","C/- Commercial Portfolio Management Pty Ltd","","2026-04-01","2026-05-01","","2026-06-30","2026-04-02 15:15:50","2026-04-02 15:15:50","","","","","Defects identified during the Annual Fire Safety Inspection conducted on the 12th of March 2026",90,3140.0000,314.0000,3454.0000,1100.0000,1332.5000,2432.5000,1545.0000,1595.0000,22.5318,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below: 


If you have any questions or need further clarification, feel free to reach out.
Thank you for your understanding and continued support."
24685,"QD-2647 - FIP","2026-04-01 09:34:52","FINALISED","Jamie Wright","","","","","103","Impact International - Cnr Victoria and O’Connell Street, Smithfield,  NSW 2164","39650","","2019-05-22","Impact International","","2026-04-01","2026-05-01","","2026-06-30","","2026-04-01 09:45:37","","","","","FIP AFSS inspection report Feb 2026",0,5968.9700,596.9000,6565.8700,1813.5400,3170.0000,4983.5400,2098.9600,3870.0100,16.5092,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
1.  Sliding Fire Door/Fire Doors
At the time of assessment, the following non-compliance was observed that are required to be rectified:
-  The strobe for the sliding fire door is hanging from the cable and needs to be re-installed.
-  There is a large tub stored behind the fire door preventing the door from opening all the way. The tub needs to be relocated.
-  The sliding fire door did not operate on the sprinkler alarm, the sliding fire door needs to be connected to any other fire systems installed in the building.\

3.  Automatic Fire Detection System
**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.
i)  The smoke detection in the tenancy next to the stand alone 2 storey building has had every second row of detection and every second detector removed. The detectors at the highest part of the ceiling are more than 5 meters away from the wall. The tenancy needs to be reviewed and the spacing corrected.
j)  The zone block plan needs to be updated to comply with AS1851 requirements.
k)  The batteries in the fire panel are past the two-year expiry date and need to be replaced.

Thank you for your understanding and continued support."
24652,"QD-2646","2026-04-01 09:14:34","DRAFT","Jade Ogony","","","","","69","Goodman AU543 - 15-23 Quarry Road, Erskine Park, NSW 2759","39409 AU543","","2021-03-24","Goodman Property Services (Aust) Pty Limited SC01822","","2026-04-01","2026-05-01","","2026-06-30","","2026-04-01 13:10:30","","","","","Monthly Defect March - FIP door Broken",0,260.0000,26.0000,286.0000,15.2100,0.0000,15.2100,260.0000,0.0000,94.1500,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine monthly testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.

If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
24521,"QD-2642 - FIP","2026-03-31 09:36:48","FINALISED","Jamie Wright","","","","","306","Bucher Municipal - 19 Astoria Road  Marsden Park - NSW 2765","39A404","","2020-03-13","Ganian Pty Ltd ATF Blacktown Waste & Quarrying Land Unit Trust","","2026-03-31","2026-04-30","","2026-06-29","","2026-03-31 09:46:09","","","","","FIP AFSS inspection Report Feb 2026",0,2622.0000,262.2000,2884.2000,200.0000,1890.0000,2090.0000,282.0000,2340.0000,20.2899,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
5.  Automatic Fire Detection
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The smoke detection did not activate the fire alarm. Further investigation is required.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
24520,"QD-2641 - FIP","2026-03-31 09:17:06","FINALISED","Jamie Wright","","","","","147","Ingal Civil Products - 57-65 Airds Road, Minto, 2566","39865","","2013-09-05","Ingal Civil Products","","2026-03-31","2026-04-30","","2026-06-29","","2026-03-31 09:31:14","","","","","FIP AFSS Inspection report Feb 2026",120,2849.0100,284.9000,3133.9100,1030.0000,1260.0000,2290.0000,1289.0000,1560.0100,19.6212,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
3.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The office at the rear of the warehouse has no smoke detection installed (smoke detector is required in the second room of this office).
-  The occupant warning system’s batteries are out of date and need to be replaced.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
24488,"QD-2640 - FIP","2026-03-31 08:59:07","FINALISED","Jamie Wright","","","","","77","ESR - Unitrans -  2-4 Harvey Road, Kings Park, NSW 2148","39488","","2025-03-01","Logos Property Management Pty Limited","","2026-03-31","2026-04-30","","2026-06-29","","2026-04-10 13:22:50","","","","","FIP Annual defect repairs/investigation",0,4946.0100,494.6000,5440.6100,2102.0000,2015.0000,4117.0000,2506.0000,2440.0100,16.7612,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:


**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
24454,"QD-2638 - FIP","2026-03-31 07:58:55","FINALISED","Jamie Wright","","","","","251","Centuria - K&S Freighters - 1 Hope Street, Strathfield South, NSW 2136","39597","","2021-04-20","Centuria Institutional Investment No. 3 Pty Ltd ATF AIR Enfield Trust","","2026-03-31","2026-04-30","","2026-06-29","","2026-03-31 08:05:10","","","","","FIP Annual Defect repairs/investigation",0,2084.0100,208.4000,2292.4100,393.0000,1260.0000,1653.0000,524.0000,1560.0100,20.6818,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:


**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
24223,"QD-2622","2026-03-30 09:19:43","SUBMITTED","Jamie Wright","","","","","3106","15 Distribution Dr. Orchard Hills","39A791","","2026-05-29","Knight Frank","","2026-03-30","2026-04-30","","2026-06-28","2026-03-30 09:21:02","2026-03-31 11:26:53","","","","","Mechanical controls programming",0,1270.0000,127.0000,1397.0000,0.0000,1070.0000,1070.0000,0.0000,1270.0000,15.7480,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following Critical defect that we wanted to bring to your attention, please see below:



**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
24025,"QD-2614 - FIP (Ann)","2026-03-27 13:14:01","FINALISED","Jamie Wright","","","","","70","Goodman AU543 - 33-38 Quarry Road (Bld B, Bld C & Bld D), Erskine Park, NSW 2759","39413 AU543","","2021-03-24","Goodman Property Services (Aust) Pty Limited SC01822","","2026-03-27","2026-04-27","","2026-06-25","","2026-03-27 13:15:12","","","","","FIP Annual defect repairs",0,657.4300,65.7400,723.1700,283.8800,210.0000,493.8800,397.4300,260.0000,24.8772,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below: 


If you have any questions or need further clarification, feel free to reach out.
Thank you for your understanding and continued support."
23960,"QD-2610 - FIP","2026-03-27 07:09:04","FINALISED","Jamie Wright","","","","","300","1A The Crescent,  Kingsgrove, NSW 2208","39966","","2020-04-15","Vanessa Aus Sub TC Pty Ltd ATF Vanessa Aus Sub Trust C/- CBRE Pty Ltd NSW Rents Trust","","2026-03-27","2026-04-27","","2026-06-25","","2026-04-09 08:31:01","","","","","FIP APFS defect repairs/inspection Feb 2026",2491,11045.4800,1104.5500,12150.0300,5960.0000,2520.0000,8480.0000,7925.4700,3120.0100,23.2265,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

4.  Occupant Warning System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The occupant warning system failed to operate in the rear warehouse

6.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  One of the new cool rooms in the front warehouse has a thermal installed more than 5 meters from the wall. A second thermal detector is required.
-  There was no scissor lift on site to test the high bay detection.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
23959,"QD-2609 - FIP","2026-03-27 06:44:45","SUBMITTED","Jamie Wright","","","","","170","20-22 Mons Road, Westmead, NSW 2145","39960","","2019-07-09","Barwon Investment Partners Pty Ltd ACN 116 012 009 as trustee of the Barwon Institutional Healthcare Property Fund ABN 20 296 879 068","","2026-03-27","2026-04-27","","2026-06-25","2026-03-27 06:48:03","2026-03-27 06:48:11","","","","","FIP Monthly defect repairs",2,1587.0000,158.7000,1745.7000,383.0000,840.0000,1223.0000,547.0000,1040.0000,22.9364,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine monthly testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.

If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
23498,"QD-2574 - FIP (39418)","2026-03-23 12:46:39","FINALISED","Jamie Wright","","","","","72","Goodman AU543 - Zirco Data - 15-23 Quarry Road, Erskine Park, NSW 2759","39418 BG A AU543","","2021-03-24","Goodman Property Services (Aust) Pty Limited SC01822","","2026-03-23","2026-04-23","","2026-06-21","","2026-03-27 09:53:35","","","","","FIP AFSS Inspection Report March 2026 - 39418",0,2180.8000,218.0800,2398.8800,972.0000,840.0000,1812.0000,1140.8000,1040.0000,16.9112,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
1.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The fault from the VESDA system is not showing up on the mimic panel. The sub FIP tests in the testing records is marked NA. Further investigation is required to rectify the issue
-  There is a VESDA fault on unit 6 that needs to be rectified. 
-  There is no zone bock plan located at the main and mimic fire panel. Two zone block plans are required.
-  The word fire is missing from the strobe above the mimic panel. 
-  The strobe on the pump room failed to operate and will need to be replaced.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
