"ID","Reference","Created","Status","Author","Salesperson","Supervisor","Property Branch","Branch","Property ID","Property","Property Ref","Property Account Manager","Property Certification Date","Client","Severity","Date","Due Date","Review Date","Expiry Date","Submitted Date","Last Actioned","Date Authorised","Authorisation Note","Authorisation Ref","Authorisation Name","Description","Estimated Time (mins)","Subtotal","Tax","Total","Total material cost","Total labour cost","Total Cost","Subtotal material sell","Subtotal labour sell","Subtotal margin","Tags","Service Group","Scope of Works"
24685,"QD-2647 - FIP","2026-04-01 09:34:52","FINALISED","Jamie Wright","","","","","103","Impact International - Cnr Victoria and O’Connell Street, Smithfield,  NSW 2164","39650","","2019-05-22","Impact International","","2026-04-01","2026-05-01","","2026-06-30","","2026-04-01 09:45:37","","","","","FIP AFSS inspection report Feb 2026",0,5968.9700,596.9000,6565.8700,1813.5400,3170.0000,4983.5400,2098.9600,3870.0100,16.5092,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
1.  Sliding Fire Door/Fire Doors
At the time of assessment, the following non-compliance was observed that are required to be rectified:
-  The strobe for the sliding fire door is hanging from the cable and needs to be re-installed.
-  There is a large tub stored behind the fire door preventing the door from opening all the way. The tub needs to be relocated.
-  The sliding fire door did not operate on the sprinkler alarm, the sliding fire door needs to be connected to any other fire systems installed in the building.\

3.  Automatic Fire Detection System
**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.
i)  The smoke detection in the tenancy next to the stand alone 2 storey building has had every second row of detection and every second detector removed. The detectors at the highest part of the ceiling are more than 5 meters away from the wall. The tenancy needs to be reviewed and the spacing corrected.
j)  The zone block plan needs to be updated to comply with AS1851 requirements.
k)  The batteries in the fire panel are past the two-year expiry date and need to be replaced.

Thank you for your understanding and continued support."
24521,"QD-2642 - FIP","2026-03-31 09:36:48","FINALISED","Jamie Wright","","","","","306","Bucher Municipal - 19 Astoria Road  Marsden Park - NSW 2765","39A404","","2020-03-13","Ganian Pty Ltd ATF Blacktown Waste & Quarrying Land Unit Trust","","2026-03-31","2026-04-30","","2026-06-29","","2026-03-31 09:46:09","","","","","FIP AFSS inspection Report Feb 2026",0,2622.0000,262.2000,2884.2000,200.0000,1890.0000,2090.0000,282.0000,2340.0000,20.2899,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
5.  Automatic Fire Detection
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The smoke detection did not activate the fire alarm. Further investigation is required.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
24520,"QD-2641 - FIP","2026-03-31 09:17:06","FINALISED","Jamie Wright","","","","","147","Ingal Civil Products - 57-65 Airds Road, Minto, 2566","39865","","2013-09-05","Ingal Civil Products","","2026-03-31","2026-04-30","","2026-06-29","","2026-03-31 09:31:14","","","","","FIP AFSS Inspection report Feb 2026",120,2849.0100,284.9000,3133.9100,1030.0000,1260.0000,2290.0000,1289.0000,1560.0100,19.6212,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
3.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The office at the rear of the warehouse has no smoke detection installed (smoke detector is required in the second room of this office).
-  The occupant warning system’s batteries are out of date and need to be replaced.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
24488,"QD-2640 - FIP","2026-03-31 08:59:07","FINALISED","Jamie Wright","","","","","77","ESR - Unitrans -  2-4 Harvey Road, Kings Park, NSW 2148","39488","","2025-03-01","Logos Property Management Pty Limited","","2026-03-31","2026-04-30","","2026-06-29","","2026-04-10 13:22:50","","","","","FIP Annual defect repairs/investigation",0,4946.0100,494.6000,5440.6100,2102.0000,2015.0000,4117.0000,2506.0000,2440.0100,16.7612,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:


**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
24454,"QD-2638 - FIP","2026-03-31 07:58:55","FINALISED","Jamie Wright","","","","","251","Centuria - K&S Freighters - 1 Hope Street, Strathfield South, NSW 2136","39597","","2021-04-20","Centuria Institutional Investment No. 3 Pty Ltd ATF AIR Enfield Trust","","2026-03-31","2026-04-30","","2026-06-29","","2026-03-31 08:05:10","","","","","FIP Annual Defect repairs/investigation",0,2084.0100,208.4000,2292.4100,393.0000,1260.0000,1653.0000,524.0000,1560.0100,20.6818,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:


**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
23960,"QD-2610 - FIP","2026-03-27 07:09:04","FINALISED","Jamie Wright","","","","","300","1A The Crescent,  Kingsgrove, NSW 2208","39966","","2020-04-15","Vanessa Aus Sub TC Pty Ltd ATF Vanessa Aus Sub Trust C/- CBRE Pty Ltd NSW Rents Trust","","2026-03-27","2026-04-27","","2026-06-25","","2026-04-09 08:31:01","","","","","FIP APFS defect repairs/inspection Feb 2026",2491,11045.4800,1104.5500,12150.0300,5960.0000,2520.0000,8480.0000,7925.4700,3120.0100,23.2265,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

4.  Occupant Warning System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The occupant warning system failed to operate in the rear warehouse

6.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  One of the new cool rooms in the front warehouse has a thermal installed more than 5 meters from the wall. A second thermal detector is required.
-  There was no scissor lift on site to test the high bay detection.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
22969,"QD-2553","2026-03-17 14:22:18","FINALISED","Jamie Wright","","","","","193","91 Phillip Street, Parramatta, NSW 2150","39A181","","2019-05-10","REI Property Sub Pty Ltd ATF REI Property Sub Trust C/- Knight Frank Australia Pty Ltd","","2026-03-17","2026-04-17","","2026-06-15","","2026-03-17 14:27:16","","","","","AFSS Inspection Report Feb 2026",180,2082.5400,208.2500,2290.7900,956.0000,630.0000,1586.0000,1302.5400,780.0000,23.8430,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
3.  Fire Hydrant System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The low-level tank alarm has been isolated on the fire panel; further investigation is required.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
22904,"QD-2551 - FIP (APFS)","2026-03-17 09:25:16","FINALISED","Jamie Wright","","","","","70","Goodman AU543 - 33-38 Quarry Road (Bld B, Bld C & Bld D), Erskine Park, NSW 2759","39413 AU543","","2021-03-24","Goodman Property Services (Aust) Pty Limited SC01822","","2026-03-17","2026-04-17","","2026-06-15","","2026-03-27 14:19:56","","","","","AFSS Inspection report Mar 2026 Building D",0,1265.0000,126.5000,1391.5000,370.0000,630.0000,1000.0000,485.0000,780.0000,20.9486,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below: 

Section 2 – Assessment results and observations
1.  Automatic fire Suppression System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  There is no BGA installed on the fire panel.

2.  Occupant Warning System
At the time of assessment, the following non-compliances were observed that are required to be rectified:


If you have any questions or need further clarification, feel free to reach out.
Thank you for your understanding and continued support."
22807,"QD-2540","2026-03-16 09:58:51","FINALISED","Jamie Wright","","","","","355","Union NSW - 4-10 Goulburn Street, Sydney, NSW 2000","39A479","","2026-04-29","C/- Colliers Int’l Pty Ltd","","2026-03-16","2026-04-16","","2026-06-14","","2026-03-16 11:56:34","","","","","AFSS Inspection Report Feb 2026",0,2696.0000,269.6000,2965.6000,348.0000,1785.0000,2133.0000,486.0000,2210.0000,20.8828,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
1.  Paths of Travel
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The final exit door at the retail shop (Pieces) requires an emergency break glass door release installed

6.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
a)  Retail rooms 4 & 5 were found to have no smoke detection or occupant warning installed. Smoke detection is required for both rooms. Approx 10 detectors and 2 speakers are required.
b)  The detection outside the toilets have been removed and will need to be replaced. The two toilets are also missing smoke detection. 3 x detectors are required.
c)  Some manual call points failed to operate (refer to testing records).
d)  There are two offices on the top floor that are missing smoke detection. 2 x detectors required.
e)  The office at the end of the hallway on the top floor has two detectors installed on the beams that are more than 300mm from the ceiling. The detectors need to be installed on the ceiling. Due to the large beams segmenting the ceiling additional detection might be required in this room.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
22343,"QD-2510 - FIP","2026-03-11 09:25:36","FINALISED","Jamie Wright","","","","","226","Bodium - 487 Elizabeth Street, Surry Hills, NSW 2010","39A284","","2024-04-17","Bodium Property Pty Ltd","","2026-03-11","2026-04-11","","2026-06-09","","2026-03-16 13:32:02","","","","","AFSS Defect report Feb 2026",30,4189.9000,418.9900,4608.8900,1059.9500,2205.0000,3264.9500,1459.9000,2730.0000,22.0757,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below: 

Section 2 – Assessment results and observations
4.  Smoke Detectors
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  L1, there are 4 offices with no smoke detection installed. 4 x smoke detectors are required.
-  L2, there is no smoke detector installed outside the toilets in the air lock. 1 x detector required.

If you have any questions or need further clarification, feel free to reach out.
Thank you for your understanding and continued support."
22309,"QD-2508 - FIP","2026-03-11 07:37:48","FINALISED","Jamie Wright","","","","","85","Goodman Fielder - 16 Templar Rd, Erskine Park, NSW 2759","39559","","2019-04-24","Goodman Fielder Consumer Foods Pty Ltd","","2026-03-11","2026-04-11","","2026-06-09","","2026-03-31 09:12:31","","","","","FIP AFSS Inspection report Feb 26",0,6764.4100,676.4400,7440.8500,1046.0000,4325.0000,5371.0000,1464.4000,5300.0100,20.5991,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
4.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The word fire has faded away from the strobe, new signage is required.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
21954,"QD-2482 - FIP","2026-03-06 15:25:58","FINALISED","Jamie Wright","","","","","96","Buildings A, B & C - 29 Davis Road, Wetherill Park, NSW 2000","39619","","2019-04-24","Lendlease Real Estate Investments Ltd C/- JLL","","2026-03-06","2026-04-06","","2026-06-04","","2026-03-26 11:35:48","","","","","AFSS FIP defect report Feb 2026",2400,5702.9700,570.3000,6273.2700,4170.0800,210.0000,4380.0800,5442.9700,260.0000,23.1965,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below: 

7.  Occupant Warning System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The batteries in the main FIP are out of date and will need to be replaced. 2 x 18AH batteries are required.

If you have any questions or need further clarification, feel free to reach out.
Thank you for your understanding and continued support."
21950,"QD-2478 - FIP","2026-03-06 13:11:31","FINALISED","Jamie Wright","","","","","109","Goodman AU643 - 15 Berry Street, Granville, NSW 2142","39675 AU643","","2019-04-30","Goodman Property Services (Aust) Pty Limited SC01822","","2026-03-06","2026-04-06","","2026-06-04","","2026-03-10 13:36:06","","","","","AFSS FIP Defect report Feb 2026",0,1607.0000,160.7000,1767.7000,230.0000,1050.0000,1280.0000,307.0000,1300.0000,20.3485,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below: 

4.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The spacing of the smoke detection in the office to the right of the fire panel is not compliant, an additional smoke detector needs to be installed near the doors that lead to the fire panel.

If you have any questions or need further clarification, feel free to reach out.
Thank you for your understanding and continued support."
21748,"QD-2462 - FIP","2026-03-05 10:03:36","FINALISED","Jamie Wright","","","","","308","Goodman AU019 - Transtech Business Park - 12 Mars Road, Lane Cove West, NSW 2066","39A416 AU019","","2026-04-24","Goodman Property Services (Aust) Pty Limited SC01822","","2026-03-05","2026-04-05","","2026-06-03","","2026-03-05 10:09:19","","","","","FIP AFSS Inspection report Feb 2026",0,650.0000,65.0000,715.0000,0.0000,525.0000,525.0000,0.0000,650.0000,19.2308,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

3.  Automatic Fire Detection & Alarm System 
At the time of assessment
The fire panel o/s Unit 5 is showing signs of potential failure, the BC200 has been superseded and is not longer supported by Honeywell

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
21683,"QD-2457 - GAS","2026-03-04 15:42:14","FINALISED","Jamie Wright","","","","","120","8 Priddle Street, Warwick Farm, NSW 2170","39709","","2024-12-14","Rathdrum Properties Pty Ltd","","2026-03-04","2026-04-04","","2026-06-02","","2026-03-04 15:46:19","","","","","AFSS - Passive Fire Sealing",0,6396.0000,639.6000,7035.6000,4920.0000,0.0000,4920.0000,6396.0000,0.0000,23.0769,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below: 

FlameSafe is pleased to submit a proposal for the design, supply & installation of penetration sealing to comply with the specification below:

Scope of Work Scope of work for this proposal is limited to the building room identified in the subject line above only and includes the following:
1. Aim to reduce the leakage within the enclosure to a level that supports a fan test predicted hold time exceeding 10 minutes by implementing items 4 and 5 (below);
2. Provide sealing at service penetrations or other leakage points;
3. Provide fire rated sealing around electrical service penetrations in walls and ceiling;
4. Once items 2 and 3 are complete, fan test enclosure and provide a report with the findings; and
5. Provide record with photographs of fire rated sealing delivered in item 4 (above) for future reference.

If you have any questions or need further clarification, feel free to reach out.
Thank you for your understanding and continued support."
20661,"QD-2377 - FIP","2026-02-23 10:39:20","FINALISED","Jamie Wright","","","","","410","112 Wharf Road, Melrose Park, NSW 2114","39A557","","2022-08-01","C/- Colliers Int’l Pty Ltd","","2026-02-23","2026-03-23","","2026-05-24","","2026-02-23 11:22:38","","","","","FIP AFSS Inspection report Jan 2026",0,5714.8300,571.4800,6286.3100,2010.8900,2750.0000,4760.8900,2364.8300,3350.0000,16.6924,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
1.  Automatic Fire Detection
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The word fire is missing from the strobe on the gate house.
-  There is no manual call point (BGA) installed on the main fire panel.
-  The zones on the block plan are not all correct 

8.  Fire Doors and Exit Doors
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The sliding door failed to operate via smoke detection or sprinkler activation, there are no sounders or visual warning devices to notify people that the doors are closing automatically. The door needs to close on the sprinkler and smoke alarm. We would recommend installing sounders with a visual warning device to warn people the door is about to close.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
19901,"QD-2322 - FIP","2026-02-16 07:15:34","FINALISED","Jamie Wright","","","","","328","SP 52948 Macquarie Gardens - 1-15 Fontenoy Road , North Ryde, NSW 2113","39A442","","","Waratah Strata Management","","2026-02-16","2026-03-16","","2026-05-17","","2026-02-24 15:27:35","","","","","Annual Detector failure",0,12618.2300,1261.9100,13880.1400,8112.3600,1512.0000,9624.3600,10546.2300,2072.0000,23.7265,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

**Re-inspection/testing of smoke alarm to unit 51 (BLDG C) if no access provided this unit will be excluded from the AFSS due to no access two years in a row.**

Investigate the detectors for type and connection, may require further estimates if wrong type of detectors are installed.

18 Units require to test as unable to gain access.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
18879,"QD-2249 - FIP","2026-02-05 07:26:32","FINALISED","Jamie Wright","","","","","55","87 Marsden Street, Parramatta, NSW 2150","39274","","2025-03-01","MHPHA Marsden Street Pty Ltd","","2026-02-05","2026-03-05","","2026-05-06","","2026-02-05 08:16:32","","","","","AFSS Inspection report January",0,11760.0100,1176.0000,12936.0100,4864.7500,4535.0000,9399.7500,6200.0000,5560.0100,20.0702,"","R DETECTION","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
1.  Occupant Warning System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The occupant warning system can’t be heard from the ground floor outside the lifts. An occupant warning speaker is required in this area to prevent people entering the building during a fire.
-  The DB reading for the occupant warning level on the balcony of level 3 was too low, refer to testing records.

**We have not allowed for any upgrade to the amp due to the size of the circuit, if this is required further estimates will be provided for the rectification.**

2.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  There is no zone block plan installed at the main fire panel. The matrix is required for the mechanical services and a block plan created. The site has AS1668 detection installed and Level 3: BCA 2022, AS 1640.1 - 2018, Fire
Engineering Report No. 390662-L387MarsdenSt-LoteFER-RevC, (Level 3) prepared by Lote Consulting Pty Ltd dated 08 Aug 2024
-  The AS1668 fire detection installed in the top of the fire stairs, plant rooms, and electrical cupboards on every level did not activate. The entire smoke detection system needs to be reviewed and made operational; these are critical defects that need to be addressed ASAP. Level 3 and level 4 have had new AS1670 detection installed, it appears that they have disconnected the remaining detection for the entire building during the fit-out work.
-  L2, disabled toilet, the detector was found to have a yellow cap over the detector preventing the detector from activating. The cap needs to be removed.
-  The indication light for the mechanical controls is not working and needs to be rectified (refer to testing records). The mech indicator is showing normal when the system is in fire mode. When re set an open circuit fault appears.

**We have not allowed for the installation of extra loop cards, etc in the FIP, if they are required due to the size of the circuit may require further estimates to be submitted**

10.  Paths of Travel
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The two balcony doors on level 6, L2, L3 and L4, lock from the side of egress with an exit sign above the door. Access must always be available from the side of egress for all required exit doors. The doors must be connected to a fire trip to open on a fire alarm or have a single action downward handle lever lock set installed. The FER for level 2 and 3 mentions that the balcony door shall comply with BCA D3D24 and NSW D3D24. Investigation require, this may require other contractors/security.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support."
