"ID","Number","Invoice Ref","Created","Updated","Author","Description","Property Ref","Property","Branch","Client Ref","Client","Billing Card Ref","Billing Card Name","Date","Due Date","Days Overdue","Last Reminder Sent At","Subtotal","Tax","Total","Credit Total","Status","Task Ref","Task Name","Task ID","Task Status","Task Cost Centre","Task Category","Task Service Group"
22804,"U0006573","","2026-04-14 08:19:32","2026-04-16 03:17:56","Casper Tavitian","","39A578","40 Ricketty Road, Mascot, NSW 2020","","1097","Henderson & Horning Pty Ltd","CO-2500","Henderson & Horning Pty Ltd","2026-04-14","2026-05-30","","","574.0000","57.4000","631.4000",0.00,"PAID","T-34151","FIP Investigation","34151","COMPLETE","","Callout","R DETECTION"
22773,"U0006572","W-03342-000002","2026-04-13 15:25:30","2026-04-16 03:17:56","Casper Tavitian","","P1108","Centennial Park - Grand Drive Sydney NSW 2021","","","Greater Sydney Parklands C/ - JLL","CO-1513","Jones Lang Lasalle","2026-04-13","2026-05-30","","","520.0000","52.0000","572.0000",0.00,"AUTHORISED","T-36204","SQ-0703 Works","36204","COMPLETE","","Repair","R DETECTION"
22772,"U0006571","W-03344-000003","2026-04-13 15:23:41","2026-04-16 03:17:56","Casper Tavitian","","P1108","Centennial Park - Grand Drive Sydney NSW 2021","","","Greater Sydney Parklands C/ - JLL","CO-1513","Jones Lang Lasalle","2026-04-13","2026-05-30","","","590.0000","59.0000","649.0000",0.00,"AUTHORISED","T-36205","SQ-0702 Works","36205","COMPLETE","","Repair","R DETECTION"
22771,"U0006570","Work Order No. 85FLUSH2600075","2026-04-13 15:14:15","2026-04-16 03:17:56","Casper Tavitian","","39A216","Blacktown City Council - 81-85 Flushcombe Road, Blacktown, NSW 2148","","1122","Stanton Hillier Parker","CO-2081","C/- CI Australia","2026-04-13","2026-05-30","","","460.0000","46.0000","506.0000",0.00,"AUTHORISED","T-34621","EWIS panel showing fault and audible alarm","34621","COMPLETE","","Callout","R DETECTION"
22739,"U0006569","","2026-04-13 14:24:57","2026-04-13 14:24:59","Casper Tavitian","","39A717","AU282 - 3 McPherson Street, Banksmeadow NSW 2019","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2026-04-13","2026-05-30","","","460.0000","46.0000","506.0000",0.00,"DRAFT","T-19010","Fault on fire system","19010","COMPLETE","","Callout","R DETECTION"
22738,"U0006568","Email 13.04.2026","2026-04-13 14:24:02","2026-04-16 03:17:56","Casper Tavitian","","39A163","1 Rivett Road, North Ryde, NSW 2113","","","Quality Green Metro Pty Ltd as Trustee for Quality Green Metro Unity Trust","CO-2032","MMJ Real Estate","2026-04-13","2026-05-30","","","460.0000","46.0000","506.0000",0.00,"AUTHORISED","T-39898","Call Out - FIP Fault ","39898","COMPLETE","","Callout","R DETECTION"
22705,"U0006567","Work Order No: 335053 Purchase Order No: 584985","2026-04-13 09:59:51","2026-04-16 03:17:56","Casper Tavitian","As per accepted defect quote QD-2402 dated 25-02-2026.","39A635 AU186","Precinct 5 AU186 - 3 Tundra Close, Kemps Kreek, NSW 2178","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2026-04-13","2026-05-30","","","660.5100","66.0500","726.5600",0.00,"AUTHORISED","T-32692","FIP Battery replacement (Quote QD-2402)","32692","COMPLETE","","Repair","R DETECTION"
22676,"U0006563","REQ PO ","2026-04-10 15:31:59","2026-04-14 14:41:36","Casper Tavitian","","39A679","Jacfin Ricoh - 4  Telopea Place, Eastern Creek, NSW 2766","","","The Trustee for Smithfield Industrial Property Trust","CO-070","Knight Frank Australia Pty","2026-04-10","2026-05-30","","","460.0000","46.0000","506.0000",0.00,"DRAFT","T-38083","Trip Test","38083","PERFORMED","","Callout","R DETECTION"
22675,"U0006562","Work Order No: 327960 Purchase Order No: 572600","2026-04-10 15:20:58","2026-04-16 03:17:56","Mariette Henderson","","39659 AU545","Goodman AU545 - Interlink Industrial Estate - Kimberly Clark -  35 Sarah Andrews Close, Erskine Park, NSW 2759","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2026-04-10","2026-05-30","","","460.0000","46.0000","506.0000",0.00,"AUTHORISED","T-26652","FAS Fault","26652","COMPLETE","","Callout","R DETECTION"
22674,"U0006561","","2026-04-10 15:07:52","2026-04-10 15:07:55","Casper Tavitian","As per accepted defect quote QD-2668 dated 07-04-2026.","P1108","Centennial Park - Grand Drive Sydney NSW 2021","","","Greater Sydney Parklands C/ - JLL","CO-1513","Jones Lang Lasalle","2026-04-10","2026-05-30","","","4575.2000","457.5200","5032.7200",0.00,"DRAFT","T-38941","QD-2668 Works","38941","COMPLETE","","Repair","R DETECTION"
22673,"U0006560","","2026-04-10 15:06:17","2026-04-10 15:06:20","Casper Tavitian","As per accepted defect quote QD-2664 dated 07-04-2026.","P1108","Centennial Park - Grand Drive Sydney NSW 2021","","","Greater Sydney Parklands C/ - JLL","CO-1513","Jones Lang Lasalle","2026-04-10","2026-05-30","","","5238.4000","523.8400","5762.2400",0.00,"DRAFT","T-38942","QD-2664 Works","38942","COMPLETE","","Repair","R DETECTION"
22640,"U0006557","WOT0030229","2026-04-10 14:33:04","2026-04-16 03:17:56","Mariette Henderson","","39A513","ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055","","","Australian Catholic Universities (ACU)","CO-2387","Australian Catholic University (ACU)","2026-04-10","2026-05-30","","","755.0000","75.5000","830.5000",0.00,"AUTHORISED","T-37325","Further to fault – and inspection ","37325","COMPLETE","","Callout","R DETECTION"
22639,"U0006556","Work Order Task : WOT0030028","2026-04-10 14:22:02","2026-04-16 03:17:56","Mariette Henderson","","39A513","ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055","","","Australian Catholic Universities (ACU)","CO-2387","Australian Catholic University (ACU)","2026-04-10","2026-05-30","","","519.0000","51.9000","570.9000",0.00,"AUTHORISED","T-35114","613 – replace break glass device ","35114","COMPLETE","","Callout","R DETECTION"
22178,"U0006385","Work Order No: 336679 Purchase Order No: 587893","2026-04-08 13:41:19","2026-04-16 03:17:59","Mariette Henderson","As per accepted defect quote QD-2101 - FIP dated 13-01-2026.","39A591 AU240","Goodman AU240 - Park View Business Park - 3 Talavera Road, Macquarie Park, NSW 2113","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2026-04-08","2026-05-30","","","1099.6200","109.9600","1209.5800",0.00,"AUTHORISED","T-34391","Owners Agent defect battery repairs (Quote QD-2101 - FIP)","34391","COMPLETE","","Repair","R DETECTION"
22177,"U0006384","Work Order No: 335198 Purchase Order No: 585251","2026-04-08 13:30:38","2026-04-16 03:17:59","Mariette Henderson","As per accepted defect quote QD-2407 dated 25-02-2026.","39A427 AU645","Goodman AU645 - Campus Business Park - 350-374 Parramatta Road, Homebush West, NSW, 2140","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2026-04-08","2026-05-30","","","1868.1300","186.8100","2054.9400",0.00,"AUTHORISED","T-32691","FIP Monthly Battery defects (Quote QD-2407)","32691","COMPLETE","","Repair","R DETECTION"
22045,"U0006379","","2026-04-07 11:57:47","2026-04-16 03:17:59","Mariette Henderson","As per accepted defect quote QD-1468 dated 16-09-2025.","P1098","White Horse - 381 Crown St, Surry Hills","","","PDC Tech Pty Ltd","LG","Legend Group","2026-04-07","2026-05-30","","","1190.0000","119.0000","1309.0000",0.00,"PAID","T-38611","QD-1468 Works","38611","READY","","Repair","R DETECTION"
21946,"U0006374","WO: 339373 PO: 592832 CO RQD ","2026-04-01 09:01:54","2026-04-16 03:17:59","Casper Tavitian","","39A507 AU568","Goodman AU568 - Oakdale East Estate - Masonry Building - 2-4 Latitude Drive, Horsley Park, NSW 2175","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2026-04-01","2026-05-30","","","460.0000","46.0000","506.0000",0.00,"AUTHORISED","T-37192","FAS Fault - inspect and ensure all is operating correctly.","37192","COMPLETE","","Callout","R DETECTION"
